0	0.1	5	0	2
0.1	0.2	5	0	3
0.3	0.4	2	0	1
0.5	0.6	6	0	2
0.6	0.7	5	0	2
0.7	0.8	3	2	0
0.8	0.9	25	6	0
0.9	1	27	11	0
